,field_1,OBJECTID,ID,NAME,ADDRESS,CITY,STATE,ZIP,ZIP4,TELEPHONE,TYPE,STATUS,POPULATION,COUNTY,COUNTYFIPS,COUNTRY,LATITUDE,LONGITUDE,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,WEBSITE,STATE_ID,ALT_NAME,ST_FIPS,OWNER,TTL_STAFF,BEDS,TRAUMA,HELIPAD,geometry,Unnamed: 0,counts,score
2576,2576,2667,11540508,UK HEALTHCARE GOOD SAMARITAN HOSPITAL,310 SOUTH LIMESTONE STREET,LEXINGTON,KY,40508,NOT AVAILABLE,(859) 323-5211,GENERAL ACUTE CARE,OPEN,221,FAYETTE,21067,USA,38.04231141,-84.50103896,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://chfs.ky.gov/_layouts/download.aspx?sourceurl=https://chfs.ky.gov/agencies/os/oig/dhc/documents/oiglicensedirectory.xlsx,2021-10-21,IMAGERY,2013-12-17,http://www.ukhealthcare.uky.edu/samaritan,100104,"UNIVERSITY OF KENTUCKY, AN AGENCY OF THE COMMONWEALTH OF KENTUCKY",21,NON-PROFIT,-999,221,LEVEL I,N,POINT (-84.50103896 38.04231141),0.0,426.0,1.0
2577,2577,2668,11740202,UNIVERSITY OF LOUISVILLE HOSPITAL,530 SOUTH JACKSON STREET,LOUISVILLE,KY,40202,NOT AVAILABLE,(502) 562-3000,GENERAL ACUTE CARE,OPEN,404,JEFFERSON,21111,USA,38.24832296,-85.74433596,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://chfs.ky.gov/_layouts/download.aspx?sourceurl=https://chfs.ky.gov/agencies/os/oig/dhc/documents/oiglicensedirectory.xlsx,2021-10-21,IMAGERY,2014-02-10,NOT AVAILABLE,100220,"UNIVERSITY MEDICAL CENTER, INC.",21,NON-PROFIT,-999,404,LEVEL I,Y,POINT (-85.7443359599999 38.2483229600001),0.0,426.0,1.0
2606,2606,2697,7140207,NORTON WOMEN'S AND CHILDREN'S HOSPITAL,4001 DUTCHMANS LANE,LOUISVILLE,KY,40207,NOT AVAILABLE,(502) 893-1000,WOMEN,OPEN,373,JEFFERSON,21111,USA,38.23533009,-85.63293693,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://chfs.ky.gov/_layouts/download.aspx?sourceurl=https://chfs.ky.gov/agencies/os/oig/dhc/documents/oiglicensedirectory.xlsx,2021-10-21,IMAGERY/OTHER,2014-02-10,https://nortonhealthcare.com/pages/nwkch.aspx,100255,"NORTON HOSPITALS, INC.",21,NON-PROFIT,-999,373,LEVEL I,N,POINT (-85.63293693 38.23533009),0.0,426.0,1.0
2749,2749,2840,10471103,OCHSNER LSU HEALTH SHREVEPORT,1541 KINGS HIGHWAY,SHREVEPORT,LA,71103,NOT AVAILABLE,(318) 675-5000,GENERAL ACUTE CARE,OPEN,244,CADDO,22017,USA,32.48073703,-93.76165992,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://ldh.la.gov/assets/medicaid/hss/docs/directoryspreadsheets/licensed_providers_112021.xlsx,2021-11-20,IMAGERY/OTHER,2014-03-12,https://www.ochsnerlsuhs.org/locations/monroe-medical-center,NOT AVAILABLE,OCHSNER LSU HEALTH SHREVEPORT MONROE MEDICAL CENTER,22,GOVERNMENT - STATE,-999,244,LEVEL I,Y,POINT (-93.7616599199999 32.4807370300001),0.0,426.0,1.0
2832,2832,2923,28070112,UNIVERSITY MEDICAL CENTER NEW ORLEANS,2000 CANAL STREET,NEW ORLEANS,LA,70112,NOT AVAILABLE,(504) 702-3000,GENERAL ACUTE CARE,OPEN,506,ORLEANS,22071,USA,29.96018576,-90.08194894,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://ldh.la.gov/assets/medicaid/hss/docs/directoryspreadsheets/licensed_providers_112021.xlsx,2021-11-20,IMAGERY/OTHER,2016-02-24,https://www.umcno.org/,HO0001573,NOT AVAILABLE,22,NOT AVAILABLE,-999,506,LEVEL I,Y,POINT (-90.08194894 29.9601857600001),0.0,426.0,1.0
2855,2855,2946,904102,MAINE MEDICAL CENTER,22 BRAMHALL ST,PORTLAND,ME,4102,NOT AVAILABLE,(207) 662-0111,GENERAL ACUTE CARE,OPEN,637,CUMBERLAND,23005,USA,43.65299,-70.2760214,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://gateway.maine.gov/dhhs-apps/aspen/index.asp,2022-01-29,IMAGERY/OTHER,2022-02-28,NOT AVAILABLE,NOT AVAILABLE,MAINE HEALTH,23,NOT AVAILABLE,-999,637,LEVEL I,Y,POINT (-70.27602139999991 43.65299),0.0,426.0,1.0
2894,2894,2985,921287,THE JOHNS HOPKINS HOSPITAL,600 NORTH WOLFE STREET,BALTIMORE,MD,21287,NOT AVAILABLE,(410) 955-5000,GENERAL ACUTE CARE,OPEN,1113,BALTIMORE CITY,24510,USA,39.2961087,-76.59197222,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://health.maryland.gov/ohcq/docs/provider-listings/excel/hosp-excel.xlsx,2021-01-11,IMAGERY,2014-02-10,http://www.hopkinsmedicine.org,30034,NOT AVAILABLE,24,NON-PROFIT,-999,1113,LEVEL I,Y,POINT (-76.5919722199999 39.2961087),0.0,426.0,1.0
3069,3069,3160,5749007,BRONSON METHODIST HOSPITAL,601 JOHN STREET,KALAMAZOO,MI,49007,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,434,KALAMAZOO,26077,USA,42.28525759,-85.58029136,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://val.apps.lara.state.mi.us/license/search,2021-11-19,IMAGERY,2014-03-12,http://www.bronsonhealth.com,1060000007,NOT AVAILABLE,26,NON-PROFIT,-999,434,LEVEL I,Y,POINT (-85.58029136 42.2852575900001),0.0,426.0,1.0
3082,3082,3173,6449503,SPECTRUM HEALTH - BUTTERWORTH CAMPUS,100 MICHIGAN ST NE,GRAND RAPIDS,MI,49503,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,852,KENT,26081,USA,42.96966919,-85.66574667,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://val.apps.lara.state.mi.us/license/search,2021-11-19,IMAGERY,2014-03-12,http://www.spectrumhealth.org/butterworth,1060000021,NOT AVAILABLE,26,NON-PROFIT,-999,852,LEVEL I,Y,POINT (-85.66574667 42.96966919),0.0,426.0,1.0
3085,3085,3176,14448109,UNIVERSITY OF MICHIGAN HEALTH SYSTEM,"1500 E MEDICAL CENTER DRIVE, SPC 5474",ANN ARBOR,MI,48109,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,1000,WASHTENAW,26161,USA,42.28319175,-83.7287078,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://val.apps.lara.state.mi.us/license/search,2021-11-19,IMAGERY/OTHER,2014-03-12,http://www.med.umich.edu,1060000024,NOT AVAILABLE,26,NON-PROFIT,-999,1000,LEVEL I,Y,POINT (-83.7287077999999 42.2831917500001),0.0,426.0,1.0
3087,3087,3178,14948202,HENRY FORD HOSPITAL,2799 W GRAND BLVD,DETROIT,MI,48202,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,877,WAYNE,26163,USA,42.36768678,-83.08472312,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://val.apps.lara.state.mi.us/license/search,2021-11-19,IMAGERY,2014-03-12,http://www.henryfordhealth.org,1060000026,NOT AVAILABLE,26,NON-PROFIT,-999,877,LEVEL I,Y,POINT (-83.08472312000001 42.36768678),0.0,426.0,1.0
3121,3121,3212,9948073,BEAUMONT HOSPITAL - ROYAL OAK,3601 W THIRTEEN MILE RD,ROYAL OAK,MI,48073,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,1101,OAKLAND,26125,USA,42.51534508,-83.19317896,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://val.apps.lara.state.mi.us/license/search,2021-11-19,IMAGERY/OTHER,2014-03-12,http://www.beaumont.edu/royal-oak-hospital-campus,1060000061,NOT AVAILABLE,26,NON-PROFIT,-999,1101,LEVEL I,Y,POINT (-83.193178965 42.5153450820001),0.0,426.0,1.0
3122,3122,3213,8748503,HURLEY MEDICAL CENTER,1 HURLEY PLAZA,FLINT,MI,48503,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,383,GENESEE,26049,USA,43.02125027,-83.70485886,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://val.apps.lara.state.mi.us/license/search,2021-11-19,IMAGERY/OTHER,2014-01-30,NOT AVAILABLE,1060000062,NOT AVAILABLE,26,GOVERNMENT - LOCAL,-999,383,LEVEL I,Y,POINT (-83.7048588599999 43.0212502700001),0.0,426.0,1.0
3130,3130,3221,14248106,ST JOSEPH MERCY HOSPITAL,5301 E HURON RIVER DR,ANN ARBOR,MI,48106,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,524,WASHTENAW,26161,USA,42.26518803,-83.65432995,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://val.apps.lara.state.mi.us/license/search,2021-11-19,IMAGERY,2014-03-12,http://www.stjoesannarbor.org/maple,1060000071,NOT AVAILABLE,26,NON-PROFIT,-999,524,LEVEL I,Y,POINT (-83.65432995 42.26518803),0.0,426.0,1.0
3131,3131,3222,17948236,ASCENSION ST JOHN HOSPITAL,22101 MOROSS RD,DETROIT,MI,48236,NOT AVAILABLE,NOT AVAILABLE,LONG TERM CARE,OPEN,687,WAYNE,26163,USA,42.42020877,-82.91525563,622310,SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS,https://val.apps.lara.state.mi.us/license/search,2021-11-19,IMAGERY/OTHER,2016-08-08,http://grossepointe.selectspecialtyhospitals.com/,1060000072,NOT AVAILABLE,26,PROPRIETARY,-999,687,LEVEL I,Y,POINT (-82.91525563099999 42.420208766),0.0,426.0,1.0
3147,3147,3238,2248912,EDWARD W SPARROW HOSPITAL,1215 E MICHIGAN AVENUE,LANSING,MI,48912,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,573,INGHAM,26065,USA,42.73409871,-84.53534188,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://val.apps.lara.state.mi.us/license/search,2021-11-19,IMAGERY,2014-03-12,http://www.sparrow.org,1060000091,NOT AVAILABLE,26,NON-PROFIT,-999,573,LEVEL I,Y,POINT (-84.53534188 42.7340987100001),0.0,426.0,1.0
3158,3158,3249,15948201,DETROIT RECEIVING HOSPITAL AND UNIV HEALTH CENTER,"4201 ST ANTOINE ST, 2C",DETROIT,MI,48201,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,248,WAYNE,26163,USA,42.35343586,-83.05449094,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://val.apps.lara.state.mi.us/license/search,2021-11-19,IMAGERY,2014-01-30,NOT AVAILABLE,1060000103,NOT AVAILABLE,26,PROPRIETARY,-999,248,LEVEL I,Y,POINT (-83.05449093999989 42.35343586),0.0,426.0,1.0
3195,3195,3286,179848912,SPARROW SPECIALTY HOSPITAL,"1215 E MICHIGAN AVE, 8W SPARROW HOSPITAL",LANSING,MI,48912,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,30,INGHAM,26065,USA,42.73419452,-84.53596262,622310,SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS,https://val.apps.lara.state.mi.us/license/search,2021-11-19,IMAGERY/OTHER,2019-05-09,NOT AVAILABLE,1060000149,NOT AVAILABLE,26,NON-PROFIT,-999,30,LEVEL I,Y,POINT (-84.53596262000001 42.7341945200001),0.0,426.0,1.0
3276,3276,3367,196784678,DETROIT RECEIVING HOSPITAL,4201 ST ANTOINE,DETROIT,MI,48201,NOT AVAILABLE,NOT AVAILABLE,PSYCHIATRIC,OPEN,25,WAYNE,26163,USA,42.3535426,-83.055094,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,https://val.apps.lara.state.mi.us/license/search,2021-11-19,IMAGERY/OTHER,2022-02-28,NOT AVAILABLE,1080000053,NOT AVAILABLE,26,NOT AVAILABLE,-999,25,LEVEL I,N,POINT (-83.0550939999999 42.3535426),0.0,426.0,1.0
3362,3362,3453,755422,NORTH MEMORIAL HEALTH,3300 OAKDALE AVENUE NORTH,ROBBINSDALE,MN,55422,NOT AVAILABLE,(763) 520-5200,GENERAL ACUTE CARE,OPEN,518,HENNEPIN,27053,USA,45.01369286,-93.32277691,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.health.state.mn.us/facilities/regulation/directory/providerselect.html,2021-03-11,IMAGERY,2014-03-12,http://www.northmemorial.com,240,NOT AVAILABLE,27,PROPRIETARY,-999,518,LEVEL I,Y,POINT (-93.32277691 45.01369286),0.0,426.0,1.0
3518,3518,3609,3339216,UNIVERSITY OF MISSISSIPPI MEDICAL CENTER,2500 NORTH STATE STREET,JACKSON,MS,39216,NOT AVAILABLE,(601) 984-4100,GENERAL ACUTE CARE,OPEN,697,HINDS,28049,USA,32.32947228,-90.17314608,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://msdh.ms.gov/msdhsite/_static/resources/7660.pdf,2021-09-30,IMAGERY,2020-04-29,NOT AVAILABLE,11-199,NOT AVAILABLE,28,GOVERNMENT - STATE,-999,697,LEVEL I,Y,POINT (-90.17314608 32.3294722800001),0.0,426.0,1.0
3526,3526,3617,14563110,BARNES JEWISH HOSPITAL,1 BARNES JEWISH HOSPITAL PLAZA,ST. LOUIS,MO,63110,NOT AVAILABLE,(314) 747-3000,GENERAL ACUTE CARE,OPEN,1431,ST. LOUIS CITY,29510,USA,38.63567447,-90.26471606,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://health.mo.gov/safety/healthservregs/pdf/mohospbyname.pdf,2021-01-11,IMAGERY/OTHER,2014-02-10,NOT AVAILABLE,H006,NOT AVAILABLE,29,NON-PROFIT,-999,1431,LEVEL I,Y,POINT (-90.26471606 38.63567447),0.0,426.0,1.0
3527,3527,3618,18863110,BARNES - JEWISH HOSPITAL - NORTH,PARKVIEW PLACE,ST. LOUIS,MO,63110,NOT AVAILABLE,(314) 747-3000,GENERAL ACUTE CARE,OPEN,485,ST. LOUIS CITY,29510,USA,38.63637879,-90.26458281,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://health.mo.gov/safety/healthservregs/pdf/mohospbyname.pdf,2021-01-11,IMAGERY/OTHER,2016-08-16,NOT AVAILABLE,H005,NOT AVAILABLE,29,NON-PROFIT,-999,485,LEVEL I,Y,POINT (-90.26458280999999 38.63637879),0.0,426.0,1.0
3529,3529,3620,11963376,BARNES - JEWISH ST. PETERS HOSPITAL,10 HOSPITAL DRIVE,ST. PETERS,MO,63376,NOT AVAILABLE,(636) 916-9000,GENERAL ACUTE CARE,OPEN,102,ST. CHARLES,29183,USA,38.79360505,-90.57961531,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://health.mo.gov/safety/healthservregs/pdf/mohospbyname.pdf,2021-01-11,IMAGERY/OTHER,2014-02-10,http://www.bjsph.org/,H007,NOT AVAILABLE,29,NON-PROFIT,-999,102,LEVEL I,Y,POINT (-90.57961530999999 38.7936050500001),0.0,426.0,1.0
3534,3534,3625,165201,BOONE HOSPITAL CENTER,1600 EAST BROADWAY,COLUMBIA,MO,65201,NOT AVAILABLE,(573) 815-8000,GENERAL ACUTE CARE,OPEN,392,BOONE,29019,USA,38.94929679,-92.31581308,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://health.mo.gov/safety/healthservregs/pdf/mohospbyname.pdf,2021-01-11,IMAGERY/OTHER,2014-02-10,http://www.boone.org,H011,NOT AVAILABLE,29,NON-PROFIT,-999,392,LEVEL I,Y,POINT (-92.3158130799999 38.9492967900001),0.0,426.0,1.0
3554,3554,3645,1865807,COX MEDICAL CENTERS SOUTH HOSPITAL,3801 SOUTH NATIONAL AVENUE,SPRINGFIELD,MO,65807,NOT AVAILABLE,(417) 269-6000,GENERAL ACUTE CARE,OPEN,706,GREENE,29077,USA,37.14494625,-93.27967732,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://health.mo.gov/safety/healthservregs/pdf/mohospbyname.pdf,2021-01-11,IMAGERY/OTHER,2014-02-10,http://www.coxhealth.com/body.cfm?id=1344,H027,NOT AVAILABLE,29,NON-PROFIT,-999,706,LEVEL I,Y,POINT (-93.27967732 37.14494625),0.0,426.0,1.0
3595,3595,3686,2265804,MERCY HOSPITAL SPRINGFIELD,1235 EAST CHEROKEE STREET,SPRINGFIELD,MO,65804,NOT AVAILABLE,(417) 820-2000,GENERAL ACUTE CARE,OPEN,866,GREENE,29077,USA,37.17898237,-93.27527599,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://health.mo.gov/safety/healthservregs/pdf/mohospbyname.pdf,2021-01-11,IMAGERY/OTHER,2014-02-10,https://www.mercy.net/practice/mercy-hospital-springfield/,H114,NOT AVAILABLE,29,NON-PROFIT,-999,866,LEVEL I,Y,POINT (-93.27527599 37.17898237),0.0,426.0,1.0
3596,3596,3687,14163128,MERCY HOSPITAL ST. LOUIS,615 SOUTH NEW BALLAS ROAD,ST. LOUIS,MO,63141,NOT AVAILABLE,(314) 251-6000,GENERAL ACUTE CARE,OPEN,859,ST. LOUIS,29189,USA,38.64563115,-90.44625338,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://health.mo.gov/safety/healthservregs/pdf/mohospbyname.pdf,2021-01-11,IMAGERY/OTHER,2014-02-10,http://www.mercy.net/stlouismo,H113,NOT AVAILABLE,29,NON-PROFIT,-999,859,LEVEL I,Y,POINT (-90.44625338 38.64563115),0.0,426.0,1.0
3631,3631,3722,6664132,RESEARCH MEDICAL CENTER,2316 EAST MEYER BOULEVARD,KANSAS CITY,MO,64132,NOT AVAILABLE,(816) 276-4000,GENERAL ACUTE CARE,OPEN,590,JACKSON,29095,USA,39.00889984,-94.55812509,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://health.mo.gov/safety/healthservregs/pdf/mohospbyname.pdf,2021-01-11,IMAGERY/OTHER,2014-02-10,http://researchmedicalcenter.com/,H089,NOT AVAILABLE,29,PROPRIETARY,-999,590,LEVEL I,Y,POINT (-94.55812509 39.00889984),0.0,426.0,1.0
3632,3632,3723,6764131,RESEARCH MEDICAL CENTER - BROOKSIDE C,6601 ROCKHILL ROAD,KANSAS CITY,MO,64131,NOT AVAILABLE,(816) 276-4000,GENERAL ACUTE CARE,OPEN,3,JACKSON,29095,USA,39.00723164,-94.57773096,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://health.mo.gov/safety/healthservregs/pdf/mohospbyname.pdf,2021-01-11,IMAGERY/OTHER,2014-02-10,NOT AVAILABLE,H004,NOT AVAILABLE,29,PROPRIETARY,-999,3,LEVEL I,Y,POINT (-94.5777309599999 39.00723164),0.0,426.0,1.0
3638,3638,3729,7264111,SAINT LUKE'S HOSPITAL OF KANSAS CITY,4401 WORNALL ROAD,KANSAS CITY,MO,64111,NOT AVAILABLE,(816) 932-2000,GENERAL ACUTE CARE,OPEN,554,JACKSON,29095,USA,39.04743362,-94.59019592,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://health.mo.gov/safety/healthservregs/pdf/mohospbyname.pdf,2021-01-11,IMAGERY/OTHER,2014-02-10,https://www.saintlukeskc.org/locations/saint-lukes-hospital-kansas-city?utm_source=local-listing&utm_medium=organic&utm_campaign=website-link,H125,NOT AVAILABLE,29,NON-PROFIT,-999,554,LEVEL I,Y,POINT (-94.59019592 39.04743362),0.0,426.0,1.0
3659,3659,3750,15563111,SSM HEALTH SAINT LOUIS UNIVERSITY HOSP,3635 VISTA AVENUE,ST. LOUIS,MO,63110,NOT AVAILABLE,(314) 577-8000,GENERAL ACUTE CARE,OPEN,56,ST. LOUIS CITY,29510,USA,38.62295605,-90.23868622,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://health.mo.gov/safety/healthservregs/pdf/mohospbyname.pdf,2021-01-11,IMAGERY/OTHER,2013-10-02,NOT AVAILABLE,H122,NOT AVAILABLE,29,NON-PROFIT,-999,56,LEVEL I,Y,POINT (-90.23868622000001 38.62295605),0.0,426.0,1.0
3662,3662,3753,13163026,SSM HEALTH ST. CLARE HOSPITAL - FENTON,1015 BOWLES AVE,FENTON,MO,63026,NOT AVAILABLE,(636) 496-2000,GENERAL ACUTE CARE,OPEN,180,ST. LOUIS,29189,USA,38.52792366,-90.47641436,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://health.mo.gov/safety/healthservregs/pdf/mohospbyname.pdf,2021-01-11,IMAGERY/OTHER,2014-02-10,NOT AVAILABLE,H106,NOT AVAILABLE,29,NON-PROFIT,-999,180,LEVEL I,Y,POINT (-90.47641436000001 38.5279236600001),0.0,426.0,1.0
3682,3682,3773,7364108,UNIVERSITY HEALTH TRUMAN MEDICAL CENTER,2301 HOLMES STREET,KANSAS CITY,MO,64108,NOT AVAILABLE,(816) 404-3500,GENERAL ACUTE CARE,OPEN,199,JACKSON,29095,USA,39.08453615,-94.57531678,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://health.mo.gov/safety/healthservregs/pdf/mohospbyname.pdf,2021-01-11,IMAGERY,2014-03-12,NOT AVAILABLE,H139,NOT AVAILABLE,29,NON-PROFIT,-999,199,LEVEL I,Y,POINT (-94.57531677999999 39.0845361500001),0.0,426.0,1.0
3683,3683,3774,18664108,UNIVERSITY HEALTH TRUMAN MEDICAL CENTER,"1000 E 24TH STREET, 2 CENTER",KANSAS CITY,MO,64108,NOT AVAILABLE,(816) 404-3500,GENERAL ACUTE CARE,OPEN,50,JACKSON,29095,USA,39.0842537,-94.57288161,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://health.mo.gov/safety/healthservregs/pdf/mohospbyname.pdf,2021-01-11,IMAGERY/OTHER,2016-08-15,NOT AVAILABLE,H161,NOT AVAILABLE,29,NON-PROFIT,-999,50,LEVEL I,Y,POINT (-94.57288161 39.0842537),0.0,426.0,1.0
3684,3684,3775,5065212,UNIVERSITY OF MISSOURI HEALTH CARE,"1 HOSPITAL DRIVE, ROOM CE121, DC03100",COLUMBIA,MO,65212,NOT AVAILABLE,(573) 882-4141,GENERAL ACUTE CARE,OPEN,247,BOONE,29019,USA,38.93838366,-92.32817811,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://health.mo.gov/safety/healthservregs/pdf/mohospbyname.pdf,2021-01-11,IMAGERY/OTHER,2014-03-12,NOT AVAILABLE,H151,NOT AVAILABLE,29,GOVERNMENT - STATE,-999,247,LEVEL I,Y,POINT (-92.32817811 38.9383836600001),0.0,426.0,1.0
3797,3797,3888,9968131,CHI HEALTH BERGAN MERCY HOSPITAL,415 SOUTH 25TH AVENUE,OMAHA,NE,68131,NOT AVAILABLE,(402) 717-5320,GENERAL ACUTE CARE,OPEN,64,DOUGLAS,31055,USA,41.25586491,-95.94851923,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,https://www.nebraska.gov/hhs/lists/search.cgi,2021-12-15,IMAGERY,2020-04-07,NOT AVAILABLE,H000110,LASTING HOPE RECOVERY CENTER,31,NON-PROFIT,-999,64,LEVEL I,N,POINT (-95.94851923 41.2558649100001),0.0,426.0,1.0
3825,3825,3916,5768198,THE NEBRASKA MEDICAL CENTER,987400 NEBRASKA MEDICAL CENTER,OMAHA,NE,68198,NOT AVAILABLE,(402) 552-2040,GENERAL ACUTE CARE,OPEN,718,DOUGLAS,31055,USA,41.255229,-95.97863498,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.nebraska.gov/hhs/lists/search.cgi,2021-12-15,IMAGERY/OTHER,2020-04-07,http://www.nebraskamed.com,260011,THE NEBRASKA MEDICAL CENTER,31,PROPRIETARY,-999,718,LEVEL I,Y,POINT (-95.97863498 41.255229),0.0,426.0,1.0
3905,3905,3996,4089102,UNIVERSITY MEDICAL CENTER OF SOUTHERN NEVADA,1800 W CHARLESTON BLVD,LAS VEGAS,NV,89102,NOT AVAILABLE,(702) 383-2000,GENERAL ACUTE CARE,OPEN,541,CLARK,32003,USA,36.15962373,-115.1674567,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://nvdpbh.aithent.com/protected/lic/licenseesearch.aspx?program=hf&publisearch=y&returnurl=%7e%2flogin.aspx%3fti%3d2#noback,2021-10-18,IMAGERY/OTHER,2014-03-12,NOT AVAILABLE,666-HOS-67,NOT AVAILABLE,32,GOVERNMENT - LOCAL,-999,541,LEVEL I,Y,POINT (-115.1674567 36.1596237300001),0.0,426.0,1.0
3938,3938,4029,107603766,MARY HITCHCOCK MEMORIAL HOSPITAL,1 MEDICAL CENTER DRIVE,LEBANON,NH,3756,NOT AVAILABLE,(603) 650-5000,GENERAL ACUTE CARE,OPEN,396,GRAFTON,33009,USA,43.67619155,-72.27333464,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.dhhs.nh.gov/oos/bhfa/documents/licensedfacilities.pdf,2021-01-10,IMAGERY/OTHER,2015-05-12,NOT AVAILABLE,01799,NOT AVAILABLE,33,NON-PROFIT,-999,396,LEVEL I,Y,POINT (-72.27333464 43.6761915500001),0.0,426.0,1.0
3991,3991,4082,12307601,HACKENSACK UNIVERSITY MEDICAL CENTER,30 PROSPECT AVE,HACKENSACK,NJ,7601,NOT AVAILABLE,(551) 996-2000,GENERAL ACUTE CARE,OPEN,781,BERGEN,34003,USA,40.88386346,-74.05619386,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://healthapps.state.nj.us/facilities/documents/all_acute.xls,2021-03-24,IMAGERY,2014-03-12,NOT AVAILABLE,NJ10204,HMH HOSPITALS CORPORATION,34,PROPRIETARY,-999,781,LEVEL I,Y,POINT (-74.05619385999999 40.88386346),0.0,426.0,1.0
4018,4018,4109,5907960,MORRISTOWN MEDICAL CENTER,100 MADISON AVE,MORRISTOWN,NJ,7960,NOT AVAILABLE,(973) 971-5000,GENERAL ACUTE CARE,OPEN,735,MORRIS,34027,USA,40.78954893,-74.46581776,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://healthapps.state.nj.us/facilities/documents/all_acute.xls,2021-03-24,IMAGERY,2014-02-10,NOT AVAILABLE,NJ11403,AHS HOSPITAL CORP.,34,PROPRIETARY,-999,735,LEVEL I,Y,POINT (-74.46581775999989 40.7895489300001),0.0,426.0,1.0
4031,4031,4122,9508901,ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL,1 ROBERT WOOD JOHNSON PLACE,NEW BRUNSWICK,NJ,8901,NOT AVAILABLE,(732) 828-3000,GENERAL ACUTE CARE,OPEN,614,MIDDLESEX,34023,USA,40.49524487,-74.45020688,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://healthapps.state.nj.us/facilities/documents/all_acute.xls,2021-03-24,IMAGERY,2014-03-12,http://www.rwjuh.edu,NJ11202,"ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL, INC.",34,PROPRIETARY,-999,614,LEVEL I,Y,POINT (-74.4502068799999 40.4952448700001),0.0,426.0,1.0
