,field_1,OBJECTID,ID,NAME,ADDRESS,CITY,STATE,ZIP,ZIP4,TELEPHONE,TYPE,STATUS,POPULATION,COUNTY,COUNTYFIPS,COUNTRY,LATITUDE,LONGITUDE,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,WEBSITE,STATE_ID,ALT_NAME,ST_FIPS,OWNER,TTL_STAFF,BEDS,TRAUMA,HELIPAD,geometry,Unnamed: 0,counts,score
3525,3525,3616,11538965,YALOBUSHA GENERAL HOSPITAL,630 S MAIN STREET,WATER VALLEY,MS,38965,NOT AVAILABLE,(662) 473-1411,GENERAL ACUTE CARE,OPEN,26,YALOBUSHA,28161,USA,34.13125561,-89.6420887,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://msdh.ms.gov/msdhsite/_static/resources/7660.pdf,2021-09-30,IMAGERY,2020-04-29,http://yalobushageneral.com/,11-223,NOT AVAILABLE,28,GOVERNMENT - LOCAL,-999,26,NOT AVAILABLE,Y,POINT (-89.6420887 34.13125561),5.0,5637.0,6.0
3526,3526,3617,14563110,BARNES JEWISH HOSPITAL,1 BARNES JEWISH HOSPITAL PLAZA,ST. LOUIS,MO,63110,NOT AVAILABLE,(314) 747-3000,GENERAL ACUTE CARE,OPEN,1431,ST. LOUIS CITY,29510,USA,38.63567447,-90.26471606,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://health.mo.gov/safety/healthservregs/pdf/mohospbyname.pdf,2021-01-11,IMAGERY/OTHER,2014-02-10,NOT AVAILABLE,H006,NOT AVAILABLE,29,NON-PROFIT,-999,1431,LEVEL I,Y,POINT (-90.26471606 38.63567447),0.0,426.0,1.0
3527,3527,3618,18863110,BARNES - JEWISH HOSPITAL - NORTH,PARKVIEW PLACE,ST. LOUIS,MO,63110,NOT AVAILABLE,(314) 747-3000,GENERAL ACUTE CARE,OPEN,485,ST. LOUIS CITY,29510,USA,38.63637879,-90.26458281,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://health.mo.gov/safety/healthservregs/pdf/mohospbyname.pdf,2021-01-11,IMAGERY/OTHER,2016-08-16,NOT AVAILABLE,H005,NOT AVAILABLE,29,NON-PROFIT,-999,485,LEVEL I,Y,POINT (-90.26458280999999 38.63637879),0.0,426.0,1.0
3528,3528,3619,18963112,BARNES - JEWISH HOSPITAL - PSYCHIATRIC SU,5355 DELMAR BLVD,ST. LOUIS,MO,63112,NOT AVAILABLE,(314) 514-3535,PSYCHIATRIC,OPEN,50,ST. LOUIS CITY,29510,USA,38.65387831,-90.27550162,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,https://health.mo.gov/safety/healthservregs/pdf/mohospbyname.pdf,2021-01-11,IMAGERY/OTHER,2016-08-16,NOT AVAILABLE,H177,NOT AVAILABLE,29,NON-PROFIT,-999,50,NOT AVAILABLE,N,POINT (-90.2755016199999 38.65387831),5.0,5637.0,6.0
3529,3529,3620,11963376,BARNES - JEWISH ST. PETERS HOSPITAL,10 HOSPITAL DRIVE,ST. PETERS,MO,63376,NOT AVAILABLE,(636) 916-9000,GENERAL ACUTE CARE,OPEN,102,ST. CHARLES,29183,USA,38.79360505,-90.57961531,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://health.mo.gov/safety/healthservregs/pdf/mohospbyname.pdf,2021-01-11,IMAGERY/OTHER,2014-02-10,http://www.bjsph.org/,H007,NOT AVAILABLE,29,NON-PROFIT,-999,102,LEVEL I,Y,POINT (-90.57961530999999 38.7936050500001),0.0,426.0,1.0
3530,3530,3621,12963141,BARNES - JEWISH WEST COUNTY HOSPITAL,12634 OLIVE BOULEVARD,CREVE COEUR,MO,63141,NOT AVAILABLE,(314) 996-8000,GENERAL ACUTE CARE,OPEN,68,ST. LOUIS,29189,USA,38.67622289,-90.46799797,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://health.mo.gov/safety/healthservregs/pdf/mohospbyname.pdf,2021-01-11,IMAGERY/OTHER,2014-02-10,http://www.barnesjewishwestcounty.org,H008,NOT AVAILABLE,29,NON-PROFIT,-999,68,NOT AVAILABLE,N,POINT (-90.4679979699999 38.6762228900001),5.0,5637.0,6.0
3531,3531,3622,2164730,BATES COUNTY MEMORIAL HOSPITAL,"615 WEST NURSERY STREET, PO BOX 370",BUTLER,MO,64730,NOT AVAILABLE,(660) 200-7000,GENERAL ACUTE CARE,OPEN,60,BATES,29013,USA,38.24902844,-94.34288588,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://health.mo.gov/safety/healthservregs/pdf/mohospbyname.pdf,2021-01-11,IMAGERY,2014-02-10,http://www.bcmhospital.com,H010,NOT AVAILABLE,29,GOVERNMENT - LOCAL,-999,60,NOT AVAILABLE,Y,POINT (-94.34288588 38.2490284400001),5.0,5637.0,6.0
3532,3532,3623,196784689,BEACON SURGERY CENTER,"2861 NE INDEPENDENCE AVE, SUITE 101",LEES SUMMIT,MO,64064,NOT AVAILABLE,(262) 909-2116,SPECIAL,OPEN,-999,JACKSON,29095,USA,38.96381088,-94.36088203,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://health.mo.gov/safety/healthservregs/pdf/mohospbyname.pdf,2021-01-11,IMAGERY/OTHER,2022-03-03,NOT AVAILABLE,H196,NOT AVAILABLE,29,NOT AVAILABLE,-999,-999,NOT AVAILABLE,N,POINT (-94.36088203 38.96381088),5.0,5637.0,6.0
3533,3533,3624,5764012,BELTON REGIONAL MEDICAL CENTER,17065 S 71 HIGHWAY,BELTON,MO,64012,NOT AVAILABLE,(816) 348-1200,GENERAL ACUTE CARE,OPEN,71,CASS,29037,USA,38.81581302,-94.50300191,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://health.mo.gov/safety/healthservregs/pdf/mohospbyname.pdf,2021-01-11,IMAGERY/OTHER,2014-02-10,http://www.beltonregionalmedicalcenter.com,H149,NOT AVAILABLE,29,PROPRIETARY,-999,71,LEVEL III,Y,POINT (-94.50300190999999 38.8158130200001),2.0,551.0,3.0
3534,3534,3625,165201,BOONE HOSPITAL CENTER,1600 EAST BROADWAY,COLUMBIA,MO,65201,NOT AVAILABLE,(573) 815-8000,GENERAL ACUTE CARE,OPEN,392,BOONE,29019,USA,38.94929679,-92.31581308,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://health.mo.gov/safety/healthservregs/pdf/mohospbyname.pdf,2021-01-11,IMAGERY/OTHER,2014-02-10,http://www.boone.org,H011,NOT AVAILABLE,29,NON-PROFIT,-999,392,LEVEL I,Y,POINT (-92.3158130799999 38.9492967900001),0.0,426.0,1.0
3535,3535,3626,9865301,BOTHWELL REGIONAL HEALTH CENTER,"601 EAST 14TH STREET, PO BOX 1706",SEDALIA,MO,65301,NOT AVAILABLE,(660) 826-8833,GENERAL ACUTE CARE,OPEN,99,PETTIS,29159,USA,38.69957445,-93.22158611,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://health.mo.gov/safety/healthservregs/pdf/mohospbyname.pdf,2021-01-11,IMAGERY/OTHER,2014-02-10,http://www.brhc.org,H012,NOT AVAILABLE,29,GOVERNMENT - LOCAL,-999,99,NOT AVAILABLE,Y,POINT (-93.22158611 38.6995744500001),5.0,5637.0,6.0
3536,3536,3627,6164429,"CAMERON REGIONAL MEDICAL CENTER, INC","1600 EAST EVERGREEN, PO BOX 557",CAMERON,MO,64429,NOT AVAILABLE,(816) 632-2101,GENERAL ACUTE CARE,OPEN,58,CLINTON,29049,USA,39.73043495,-94.21805603,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://health.mo.gov/safety/healthservregs/pdf/mohospbyname.pdf,2021-01-11,IMAGERY,2014-02-10,NOT AVAILABLE,H015,NOT AVAILABLE,29,NON-PROFIT,-999,58,LEVEL III,Y,POINT (-94.21805603 39.7304349500001),2.0,551.0,3.0
3537,3537,3628,6365101,CAPITAL REGION MEDICAL CENTER,"1125 MADISON, PO BOX 1128",JEFFERSON CITY,MO,65101,NOT AVAILABLE,(573) 632-5000,GENERAL ACUTE CARE,OPEN,114,COLE,29051,USA,38.56579236,-92.18179252,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://health.mo.gov/safety/healthservregs/pdf/mohospbyname.pdf,2021-01-11,IMAGERY,2014-02-10,http://www.crmc.org,H016,NOT AVAILABLE,29,NON-PROFIT,-999,114,LEVEL II,Y,POINT (-92.18179252 38.56579236),1.0,369.0,2.0
3538,3538,3629,3464633,CARROLL COUNTY MEMORIAL HOSPITAL,1502 NORTH JEFFERSON,CARROLLTON,MO,64633,NOT AVAILABLE,(660) 542-1695,CRITICAL ACCESS,OPEN,25,CARROLL,29033,USA,39.37691208,-93.49339038,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://health.mo.gov/safety/healthservregs/pdf/mohospbyname.pdf,2021-01-11,IMAGERY,2014-02-10,http://www.carrollcountyhospital.org,H017,NOT AVAILABLE,29,NON-PROFIT,-999,25,LEVEL IV,Y,POINT (-93.49339037999989 39.3769120800001),3.0,1008.0,4.0
3539,3539,3630,764701,CASS REGIONAL MEDICAL CENTER,2800 E ROCK HAVEN ROAD,HARRISONVILLE,MO,64701,NOT AVAILABLE,(816) 380-3474,CRITICAL ACCESS,OPEN,25,CASS,29037,USA,38.66507203,-94.37749675,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://health.mo.gov/safety/healthservregs/pdf/mohospbyname.pdf,2021-01-11,IMAGERY,2014-02-10,http://www.cassregional.org,H018,NOT AVAILABLE,29,GOVERNMENT - LOCAL,-999,25,LEVEL III,Y,POINT (-94.37749675000001 38.66507203),2.0,551.0,3.0
3540,3540,3631,3664744,CEDAR COUNTY MEMORIAL HOSPITAL,1401 SOUTH PARK STREET,EL DORADO SPRINGS,MO,64744,NOT AVAILABLE,(417) 876-2511,CRITICAL ACCESS,OPEN,25,CEDAR,29039,USA,37.86022532,-94.01701241,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://health.mo.gov/safety/healthservregs/pdf/mohospbyname.pdf,2021-01-11,IMAGERY,2014-02-10,http://www.cedarcountyhospital.org,H019,NOT AVAILABLE,29,GOVERNMENT - LOCAL,-999,25,NOT AVAILABLE,Y,POINT (-94.01701240999989 37.86022532),5.0,5637.0,6.0
3541,3541,3632,3764108,CENTER FOR BEHAVIORAL MEDICINE,1000 EAST 24TH STREET,KANSAS CITY,MO,64108,NOT AVAILABLE,(816) 512-7000,PSYCHIATRIC,OPEN,65,JACKSON,29095,USA,39.0850532,-94.57242476,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,https://health.mo.gov/safety/healthservregs/pdf/mohospbyname.pdf,2021-01-11,IMAGERY/OTHER,2014-03-12,http://www.dmhonline.dmh.state.mo.us,P001,NOT AVAILABLE,29,GOVERNMENT - STATE,-999,65,NOT AVAILABLE,Y,POINT (-94.57242476 39.0850532000001),5.0,5637.0,6.0
3542,3542,3633,3564057,CENTERPOINT MEDICAL CENTER,19600 EAST 39TH STREET,INDEPENDENCE,MO,64057,NOT AVAILABLE,(816) 698-7000,GENERAL ACUTE CARE,OPEN,285,JACKSON,29095,USA,39.0495448,-94.34890382,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://health.mo.gov/safety/healthservregs/pdf/mohospbyname.pdf,2021-01-11,IMAGERY/OTHER,2014-02-10,http://www.centerpointmedical.com,H051,NOT AVAILABLE,29,PROPRIETARY,-999,285,LEVEL II,Y,POINT (-94.34890382 39.0495448),1.0,369.0,2.0
3543,3543,3634,11863304,CENTERPOINTE HOSPITAL,4801 WELDON SPRING PARKWAY,ST. CHARLES,MO,63304,NOT AVAILABLE,(636) 441-7300,PSYCHIATRIC,OPEN,104,ST. CHARLES,29183,USA,38.7149685,-90.67188926,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,https://health.mo.gov/safety/healthservregs/pdf/mohospbyname.pdf,2021-01-11,IMAGERY/OTHER,2014-02-10,http://www.centerpointehospital.com,H104,NOT AVAILABLE,29,PROPRIETARY,-999,104,LEVEL II,N,POINT (-90.6718892599999 38.7149685000001),1.0,369.0,2.0
3544,3544,3635,191565202,CENTERPOINTE HOSPITAL OF COLUMBIA,1201 INTERNATIONAL DRIVE,COLUMBIA,MO,65202,NOT AVAILABLE,(855) 623-7016,PSYCHIATRIC,OPEN,80,BOONE,29019,USA,39.00701847,-92.32154702,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,https://health.mo.gov/safety/healthservregs/pdf/mohospbyname.pdf,2021-01-11,IMAGERY/OTHER,2020-05-05,https://centerpointehospitalcolumbia.com/,H193,NOT AVAILABLE,29,NOT AVAILABLE,-999,80,NOT AVAILABLE,N,POINT (-92.32154702 39.00701847),5.0,5637.0,6.0
3545,3545,3636,6464108,CHILDREN'S MERCY HOSPITAL,2401 GILLHAM ROAD,KANSAS CITY,MO,64108,NOT AVAILABLE,(816) 234-3000,CHILDREN,OPEN,334,JACKSON,29095,USA,39.08408463,-94.5772711,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://health.mo.gov/safety/healthservregs/pdf/mohospbyname.pdf,2021-01-11,IMAGERY/OTHER,2014-02-10,http://www.childrensmercy.org,H020,NOT AVAILABLE,29,NON-PROFIT,-999,334,LEVEL I PEDIATRIC,Y,POINT (-94.5772711 39.0840846300001),0.0,0.0,0.0
3546,3546,3637,13263031,CHRISTIAN HOSPITAL NORTHEAST - NORTHWEST,1225 GRAHAM ROAD,FLORISSANT,MO,63031,NOT AVAILABLE,(314) 953-6000,GENERAL ACUTE CARE,OPEN,3,ST. LOUIS,29189,USA,38.77998254,-90.33657815,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://health.mo.gov/safety/healthservregs/pdf/mohospbyname.pdf,2021-01-11,IMAGERY/OTHER,2014-02-10,NOT AVAILABLE,H021,NOT AVAILABLE,29,NON-PROFIT,-999,3,NOT AVAILABLE,N,POINT (-90.33657814999999 38.77998254),5.0,5637.0,6.0
3547,3547,3638,13663136,CHRISTIAN HOSPITAL NORTHEAST - NORTHWEST,11133 DUNN ROAD,ST. LOUIS,MO,63136,NOT AVAILABLE,(314) 653-5034,GENERAL ACUTE CARE,OPEN,482,ST. LOUIS,29189,USA,38.77658169,-90.24035806,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://health.mo.gov/safety/healthservregs/pdf/mohospbyname.pdf,2021-01-11,IMAGERY/OTHER,2014-02-10,http://www.christianhospital.org,H022,NOT AVAILABLE,29,NON-PROFIT,-999,482,NOT AVAILABLE,Y,POINT (-90.24035805999991 38.7765816900001),5.0,5637.0,6.0
3548,3548,3639,10265613,CITIZENS MEMORIAL HOSPITAL,1500 NORTH OAKLAND AVE,BOLIVAR,MO,65613,NOT AVAILABLE,(417) 328-6501,GENERAL ACUTE CARE,OPEN,86,POLK,29167,USA,37.6264835,-93.42011395,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://health.mo.gov/safety/healthservregs/pdf/mohospbyname.pdf,2021-01-11,IMAGERY/OTHER,2014-02-10,http://www.citizensmemorial.com,H023,NOT AVAILABLE,29,GOVERNMENT - DISTRICT/AUTHORITY,-999,86,LEVEL III,Y,POINT (-93.42011395 37.6264835000001),2.0,551.0,3.0
3549,3549,3640,196784690,COMMUNITY HOSPITAL ASSOCIATION,"26136 US HIGHWAY 59, PO BOX 107",FAIRFAX,MO,64446,NOT AVAILABLE,(660) 686-2211,CRITICAL ACCESS,OPEN,18,ATCHISON,29005,USA,40.3494741,-95.3947732,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://health.mo.gov/safety/healthservregs/pdf/mohospbyname.pdf,2021-01-11,IMAGERY/OTHER,2022-02-28,NOT AVAILABLE,H024,NOT AVAILABLE,29,NOT AVAILABLE,-999,18,NOT AVAILABLE,Y,POINT (-95.3947732 40.3494741000001),5.0,5637.0,6.0
3550,3550,3641,1964759,COX BARTON COUNTY HOSPITAL,29 NW 1ST LANE,LAMAR,MO,64759,NOT AVAILABLE,(417) 681-5100,CRITICAL ACCESS,OPEN,25,BARTON,29011,USA,37.50569644,-94.30084527,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://health.mo.gov/safety/healthservregs/pdf/mohospbyname.pdf,2021-01-11,IMAGERY,2014-02-10,http://www.bcmh.net,H009,NOT AVAILABLE,29,GOVERNMENT - LOCAL,-999,25,NOT AVAILABLE,Y,POINT (-94.30084527 37.5056964400001),5.0,5637.0,6.0
3551,3551,3642,16065616,COX MEDICAL CENTER BRANSON,"525 BRANSON LANDING BLVD, PO BOX 650",BRANSON,MO,65615,NOT AVAILABLE,(417) 335-7000,GENERAL ACUTE CARE,OPEN,157,TANEY,29213,USA,36.65061008,-93.22186944,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://health.mo.gov/safety/healthservregs/pdf/mohospbyname.pdf,2021-01-11,IMAGERY,2014-02-10,www.coxhealth.com/,H100,NOT AVAILABLE,29,NON-PROFIT,-999,157,LEVEL II,Y,POINT (-93.22186944000001 36.65061008),1.0,369.0,2.0
3552,3552,3643,5365807,COX MEDICAL CENTERS MEYER ORTHOPEDIC,3535 S NATIONAL AVE,SPRINGFIELD,MO,65807,NOT AVAILABLE,(417) 269-6000,REHABILITATION,OPEN,86,GREENE,29077,USA,37.1507277,-93.27958382,622310,"REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM, DRUG ADDICTION)",https://health.mo.gov/safety/healthservregs/pdf/mohospbyname.pdf,2021-01-11,IMAGERY/OTHER,2013-09-24,https://www.coxhealth.com/our-hospitals-and-clinics/our-locations/meyer-orthopedic-rehabilitation-hospital/,H028,NOT AVAILABLE,29,NOT AVAILABLE,-999,86,NOT AVAILABLE,N,POINT (-93.27958382 37.1507277000001),5.0,5637.0,6.0
3553,3553,3644,2065802,COX MEDICAL CENTERS NORTH HOSPITAL,1423 NORTH JEFFERSON AVENUE,SPRINGFIELD,MO,65802,NOT AVAILABLE,(417) 269-3000,GENERAL ACUTE CARE,OPEN,75,GREENE,29077,USA,37.22478249,-93.28996378,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://health.mo.gov/safety/healthservregs/pdf/mohospbyname.pdf,2021-01-11,IMAGERY/OTHER,2014-02-10,NOT AVAILABLE,H026,NOT AVAILABLE,29,NON-PROFIT,-999,75,NOT AVAILABLE,Y,POINT (-93.28996377999989 37.2247824900001),5.0,5637.0,6.0
3554,3554,3645,1865807,COX MEDICAL CENTERS SOUTH HOSPITAL,3801 SOUTH NATIONAL AVENUE,SPRINGFIELD,MO,65807,NOT AVAILABLE,(417) 269-6000,GENERAL ACUTE CARE,OPEN,706,GREENE,29077,USA,37.14494625,-93.27967732,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://health.mo.gov/safety/healthservregs/pdf/mohospbyname.pdf,2021-01-11,IMAGERY/OTHER,2014-02-10,http://www.coxhealth.com/body.cfm?id=1344,H027,NOT AVAILABLE,29,NON-PROFIT,-999,706,LEVEL I,Y,POINT (-93.27967732 37.14494625),0.0,426.0,1.0
3555,3555,3646,1665708,COX MONETT HOSPITAL,1000 E US HIGHWAY 60,MONETT,MO,65708,NOT AVAILABLE,(417) 354-1400,CRITICAL ACCESS,OPEN,25,BARRY,29009,USA,36.92700362,-93.93074698,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://health.mo.gov/safety/healthservregs/pdf/mohospbyname.pdf,2021-01-11,IMAGERY/OTHER,2014-02-10,NOT AVAILABLE,H029,NOT AVAILABLE,29,NON-PROFIT,-999,25,LEVEL IV,Y,POINT (-93.93074698 36.9270036200001),3.0,1008.0,4.0
3556,3556,3647,4064134,CRITTENTON CHILDREN'S CENTER,10918 ELM AVENUE,KANSAS CITY,MO,64134,NOT AVAILABLE,(816) 765-6600,PSYCHIATRIC,OPEN,48,JACKSON,29095,USA,38.9243011,-94.4811889,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,https://health.mo.gov/safety/healthservregs/pdf/mohospbyname.pdf,2021-01-11,IMAGERY/OTHER,2014-02-10,https://www.saintlukeskc.org/locations/crittenton-childrens-center?utm_source=local-listing&utm_medium=organic&utm_campaign=website-link,H030,NOT AVAILABLE,29,NON-PROFIT,-999,48,NOT AVAILABLE,N,POINT (-94.48118889999991 38.9243011),5.0,5637.0,6.0
3557,3557,3648,11764724,ELLETT MEMORIAL HOSPITAL,610 NORTH OHIO AVENUE,APPLETON CITY,MO,64724,NOT AVAILABLE,(660) 476-2111,CRITICAL ACCESS,OPEN,12,ST. CLAIR,29185,USA,38.19247494,-94.02125496,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://health.mo.gov/safety/healthservregs/pdf/mohospbyname.pdf,2021-01-11,IMAGERY/OTHER,2014-02-10,http://www.ellettmemorial.com,H035,NOT AVAILABLE,29,GOVERNMENT - DISTRICT/AUTHORITY,-999,12,NOT AVAILABLE,Y,POINT (-94.02125495999999 38.1924749400001),5.0,5637.0,6.0
3558,3558,3649,864024,EXCELSIOR SPRINGS HOSPITAL,1700 RAINBOW BOULEVARD,EXCELSIOR SPRINGS,MO,64024,NOT AVAILABLE,(816) 630-6081,CRITICAL ACCESS,OPEN,20,CLAY,29047,USA,39.36294827,-94.23792638,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://health.mo.gov/safety/healthservregs/pdf/mohospbyname.pdf,2021-01-11,IMAGERY/OTHER,2014-02-10,https://www.eshospital.org/,H036,NOT AVAILABLE,29,GOVERNMENT - LOCAL,-999,20,NOT AVAILABLE,Y,POINT (-94.23792638 39.3629482700001),5.0,5637.0,6.0
3559,3559,3650,11065340,FITZGIBBON HOSPITAL,"2305 SOUTH 65 HIGHWAY, PO BOX 250",MARSHALL,MO,65340,NOT AVAILABLE,(660) 831-3249,GENERAL ACUTE CARE,OPEN,60,SALINE,29195,USA,39.09149817,-93.21315913,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://health.mo.gov/safety/healthservregs/pdf/mohospbyname.pdf,2021-01-11,IMAGERY/OTHER,2014-02-10,http://www.fitzgibbon.org,H037,NOT AVAILABLE,29,NON-PROFIT,-999,60,NOT AVAILABLE,Y,POINT (-93.21315912999999 39.0914981700001),5.0,5637.0,6.0
3560,3560,3651,9264804,FREEMAN HEALTH SYSTEM - EAST,932 EAST 34TH STREET,JOPLIN,MO,64804,NOT AVAILABLE,(417) 347-1111,GENERAL ACUTE CARE,OPEN,72,NEWTON,29145,USA,37.05075263,-94.50700683,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://health.mo.gov/safety/healthservregs/pdf/mohospbyname.pdf,2021-01-11,IMAGERY/OTHER,2014-02-10,NOT AVAILABLE,H039,NOT AVAILABLE,29,NON-PROFIT,-999,72,NOT AVAILABLE,N,POINT (-94.50700682999999 37.05075263),5.0,5637.0,6.0
3561,3561,3652,9364804,FREEMAN HEALTH SYSTEM - WEST,1102 WEST 32ND STREET,JOPLIN,MO,64804,NOT AVAILABLE,(417) 347-1111,GENERAL ACUTE CARE,OPEN,338,NEWTON,29145,USA,37.05273128,-94.52679809,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://health.mo.gov/safety/healthservregs/pdf/mohospbyname.pdf,2021-01-11,IMAGERY/OTHER,2014-02-10,NOT AVAILABLE,H040,NOT AVAILABLE,29,NON-PROFIT,-999,338,LEVEL II,Y,POINT (-94.5267980899999 37.05273128),1.0,369.0,2.0
3562,3562,3653,9564850,FREEMAN NEOSHO HOSPITAL,113 WEST HICKORY STREET,NEOSHO,MO,64850,NOT AVAILABLE,(417) 451-1234,CRITICAL ACCESS,OPEN,49,NEWTON,29145,USA,36.86695396,-94.36946792,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://health.mo.gov/safety/healthservregs/pdf/mohospbyname.pdf,2021-01-11,IMAGERY/OTHER,2014-02-10,http://www.freemanhealth.com,H041,NOT AVAILABLE,29,NON-PROFIT,-999,49,LEVEL III,Y,POINT (-94.36946792000001 36.86695396),2.0,551.0,3.0
3563,3563,3654,3165251,FULTON STATE HOSPITAL,600 EAST 5TH STREET,FULTON,MO,65251,NOT AVAILABLE,(573) 592-4100,PSYCHIATRIC,OPEN,38,CALLAWAY,29027,USA,38.84713525,-91.93786546,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,https://health.mo.gov/safety/healthservregs/pdf/mohospbyname.pdf,2021-01-11,IMAGERY/OTHER,2014-02-10,https://dmh.mo.gov/fulton/,P007,NOT AVAILABLE,29,GOVERNMENT - STATE,-999,38,NOT AVAILABLE,N,POINT (-91.93786546 38.8471352500001),5.0,5637.0,6.0
3564,3564,3655,2764735,GOLDEN VALLEY MEMORIAL HOSPITAL,1600 NORTH SECOND STREET,CLINTON,MO,64735,NOT AVAILABLE,(660) 890-7103,GENERAL ACUTE CARE,OPEN,56,HENRY,29083,USA,38.38967893,-93.768801,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://health.mo.gov/safety/healthservregs/pdf/mohospbyname.pdf,2021-01-11,IMAGERY/OTHER,2014-02-10,http://www.gvmh.org,H043,NOT AVAILABLE,29,GOVERNMENT - DISTRICT/AUTHORITY,-999,56,NOT AVAILABLE,Y,POINT (-93.7688009999999 38.3896789300001),5.0,5637.0,6.0
3565,3565,3656,9163401,HANNIBAL REGIONAL HOSPITAL,"6000 HOSPITAL DRIVE, PO BOX 551",HANNIBAL,MO,63401,NOT AVAILABLE,(573) 248-1300,GENERAL ACUTE CARE,OPEN,99,MARION,29127,USA,39.71061214,-91.45053843,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://health.mo.gov/safety/healthservregs/pdf/mohospbyname.pdf,2021-01-11,IMAGERY/OTHER,2014-02-10,https://hospital.hannibalregional.org/,H044,NOT AVAILABLE,29,NON-PROFIT,-999,99,LEVEL III,Y,POINT (-91.4505384299999 39.7106121400001),2.0,551.0,3.0
3566,3566,3657,5664424,HARRISON COUNTY COMMUNITY HOSPITAL,2600 MILLER STREET,BETHANY,MO,64424,NOT AVAILABLE,(660) 425-2211,CRITICAL ACCESS,OPEN,19,HARRISON,29081,USA,40.26453881,-94.02565859,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://health.mo.gov/safety/healthservregs/pdf/mohospbyname.pdf,2021-01-11,IMAGERY/OTHER,2014-02-10,http://www.hcchospital.org,H045,NOT AVAILABLE,29,GOVERNMENT - DISTRICT/AUTHORITY,-999,19,LEVEL III,Y,POINT (-94.02565859000001 40.26453881),2.0,551.0,3.0
3567,3567,3658,13763133,HAWTHORN CHILDREN'S PSYCHIATRIC HOSPITAL,1901 PENNSYLVANIA AVENUE,ST. LOUIS,MO,63133,NOT AVAILABLE,(314) 512-7800,PSYCHIATRIC,OPEN,24,ST. LOUIS,29189,USA,38.68670484,-90.31398807,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,https://health.mo.gov/safety/healthservregs/pdf/mohospbyname.pdf,2021-01-11,IMAGERY/OTHER,2014-02-10,http://www.dmh.mo.gov/hcph/,H179,NOT AVAILABLE,29,GOVERNMENT - STATE,-999,24,NOT AVAILABLE,N,POINT (-90.31398806999989 38.6867048400001),5.0,5637.0,6.0
