field_1,field_1_1,OBJECTID,ID,NAME,ADDRESS,CITY,STATE,ZIP,ZIP4,TELEPHONE,TYPE,STATUS,POPULATION,COUNTY,COUNTYFIPS,COUNTRY,LATITUDE,LONGITUDE,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,WEBSITE,STATE_ID,ALT_NAME,ST_FIPS,OWNER,TTL_STAFF,BEDS,TRAUMA,HELIPAD,Unnamed: 0,counts,score
"695","695","699","70494118",CALIFORNIA PACIFIC MEDICAL CENTER - DAVIES CAMPUS HOSPITAL D/P APH,601 DUBOCE AVE,SAN FRANCISCO,CA,"94117","3389",(415) 565-6003,PSYCHIATRIC,OPEN,"191",SAN FRANCISCO,"6075",USA,37.7685563,-122.43480008,"622110",GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021/10/01,IMAGERY/OTHER,2015/01/13,NOT AVAILABLE,"220000815",SUTTER BAY HOSPITALS,"6",NON-PROFIT,"-999","191",NOT AVAILABLE,N,5,5637,6
"696","696","700","4195948",ORCHARD HOSPITAL,240 SPRUCE ST,GRIDLEY,CA,"95948","2216",(530) 846-9021,CRITICAL ACCESS,OPEN,"24",BUTTE,"6007",USA,39.36752632,-121.6896546,"622110",GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021/10/01,IMAGERY/OTHER,2014/02/10,NOT AVAILABLE,"230000001",ORCHARD HOSPITAL,"6",NON-PROFIT,"-999","24",NOT AVAILABLE,N,5,5637,6
"697","697","701","12495926",ENLOE MEDICAL CENTER - COHASSET,560 COHASSET RD,CHICO,CA,"95926","2212",(530) 332-7300,GENERAL ACUTE CARE,OPEN,"30",BUTTE,"6007",USA,39.75249689,-121.84799638,"622110",GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021/10/01,IMAGERY/OTHER,2014/02/10,NOT AVAILABLE,"230000002",ENLOE MEDICAL CENTER,"6",NON-PROFIT,"-999","30",NOT AVAILABLE,N,5,5637,6
"698","698","702","11496122",EASTERN PLUMAS HOSPITAL - PORTOLA CAMPUS,500 1ST AVE,PORTOLA,CA,"96122","9406",(530) 832-6563,CRITICAL ACCESS,OPEN,"9",PLUMAS,"6063",USA,39.80555052,-120.46281013,"622110",GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021/10/01,IMAGERY/OTHER,2014/02/10,NOT AVAILABLE,"230000004",EASTERN PLUMAS HEALTH CARE DISTRICT,"6",GOVERNMENT - DISTRICT/AUTHORITY,"-999","9",NOT AVAILABLE,N,5,5637,6
"699","699","703","14895988",GLENN MEDICAL CENTER,1133 W SYCAMORE ST,WILLOWS,CA,"95988","2601",(530) 934-1800,CRITICAL ACCESS,OPEN,"47",GLENN,"6021",USA,39.52127867,-122.20804539,"622110",GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021/10/01,IMAGERY/OTHER,2014/02/10,NOT AVAILABLE,"230000006","GLENN MEDICAL CENTER, LLC","6",PROPRIETARY,"-999","47",LEVEL IV,N,3,1008,4
"700","700","704","3196130",BANNER LASSEN MEDICAL CENTER,1800 SPRING RIDGE DR,SUSANVILLE,CA,"96130","6100",(530) 252-2235,CRITICAL ACCESS,OPEN,"25",LASSEN,"6035",USA,40.43688328,-120.62772848,"622110",GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021/10/01,IMAGERY,2014/02/10,NOT AVAILABLE,"230000008",BANNER LASSEN MEDICAL CENTER,"6",PROPRIETARY,"-999","25",LEVEL IV,Y,3,1008,4
"701","701","705","74096028",MAYERS MEMORIAL HOSPITAL,43563 STATE HIGHWAY 299 E,FALL RIVER MILLS,CA,"96028",NOT AVAILABLE,(530) 336-5511,CRITICAL ACCESS,OPEN,"16",SHASTA,"6089",USA,41.02388936,-121.42405441,"622110",GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021/10/01,IMAGERY/OTHER,2015/01/16,NOT AVAILABLE,"230000009",MAYERS MEMORIAL HOSPITAL DISTRICT,"6",GOVERNMENT - DISTRICT/AUTHORITY,"-999","16",NOT AVAILABLE,N,5,5637,6
"702","702","706","29196001",MERCY MEDICAL CENTER REDDING,2175 ROSALINE AVE,REDDING,CA,"96001","2509",(530) 225-6000,GENERAL ACUTE CARE,OPEN,"266",SHASTA,"6089",USA,40.57192498,-122.39541057,"622110",GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021/10/01,IMAGERY,2014/02/10,NOT AVAILABLE,"230000010",DIGNITY HEALTH,"6",NON-PROFIT,"-999","266",LEVEL II,Y,1,369,2
"703","703","707","30696101",MODOC MEDICAL CENTER,1111 N NAGLE STREET,ALTURAS,CA,"96101","3840",(530) 708-8801,CRITICAL ACCESS,OPEN,"8",MODOC,"6049",USA,41.48005626,-120.54574399,"622110",GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021/10/01,IMAGERY/OTHER,2014/02/10,NOT AVAILABLE,"230000011",LAST FRONTIER HEALTHCARE DISTRICT,"6",GOVERNMENT - DISTRICT/AUTHORITY,"-999","8",NOT AVAILABLE,Y,5,5637,6
"704","704","708","29296067",MERCY MEDICAL CENTER MT. SHASTA,914 PINE ST,MOUNT SHASTA,CA,"96067","2143",(530) 926-9381,CRITICAL ACCESS,OPEN,"33",SISKIYOU,"6093",USA,41.31865738,-122.32112569,"622110",GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021/10/01,IMAGERY,2014/02/10,NOT AVAILABLE,"230000012",DIGNITY HEALTH,"6",NON-PROFIT,"-999","33",LEVEL III,Y,2,551,3
"705","705","709","12595926",ENLOE MEDICAL CENTER - ESPLANADE,1531 ESPLANADE,CHICO,CA,"95926","3310",(530) 332-9195,GENERAL ACUTE CARE,OPEN,"228",BUTTE,"6007",USA,39.74182759,-121.85039434,"622110",GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021/10/01,IMAGERY/OTHER,2014/02/10,NOT AVAILABLE,"230000013",ENLOE MEDICAL CENTER,"6",NON-PROFIT,"-999","228",LEVEL II,Y,1,369,2
"706","706","710","33295966",OROVILLE HOSPITAL,2767 OLIVE HWY,OROVILLE,CA,"95966","6103",(530) 533-8500,GENERAL ACUTE CARE,OPEN,"133",BUTTE,"6007",USA,39.5061496,-121.54115814,"622110",GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021/10/01,IMAGERY/OTHER,2014/02/10,NOT AVAILABLE,"230000014",OROVILLE HOSPITAL,"6",NON-PROFIT,"-999","133",NOT AVAILABLE,Y,5,5637,6
"707","707","711","35195971",PLUMAS DISTRICT HOSPITAL,1065 BUCKS LAKE RD,QUINCY,CA,"95971","9507",(530) 283-7127,CRITICAL ACCESS,OPEN,"16",PLUMAS,"6063",USA,39.93972896,-120.96170025,"622110",GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021/10/01,IMAGERY/OTHER,2014/02/10,NOT AVAILABLE,"230000015",PLUMAS HOSPITAL DISTRICT,"6",GOVERNMENT - DISTRICT/AUTHORITY,"-999","16",NOT AVAILABLE,Y,5,5637,6
"708","708","712","42796001",SHASTA REGIONAL MEDICAL CENTER,1100 BUTTE ST,REDDING,CA,"96001","0852",(530) 244-5454,GENERAL ACUTE CARE,OPEN,"226",SHASTA,"6089",USA,40.58563182,-122.38786832,"622110",GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021/10/01,IMAGERY,2014/02/10,NOT AVAILABLE,"230000016","PRIME HEALTHCARE SERVICES - SHASTA, LLC","6",PROPRIETARY,"-999","226",NOT AVAILABLE,Y,5,5637,6
"709","709","713","41696020",SENECA DISTRICT HOSPITAL,130 BRENTWOOD DR,CHESTER,CA,"96020",NOT AVAILABLE,(530) 258-2151,CRITICAL ACCESS,OPEN,"10",PLUMAS,"6063",USA,40.30576261,-121.23476753,"622110",GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021/10/01,IMAGERY/OTHER,2013/10/15,NOT AVAILABLE,"230000017",SENECA HEALTHCARE DISTRICT,"6",GOVERNMENT - DISTRICT/AUTHORITY,"-999","10",LEVEL IV,N,3,1008,4
"710","710","714","12796097",FAIRCHILD MEDICAL CENTER,444 BRUCE ST,YREKA,CA,"96097","3450",(530) 842-4121,CRITICAL ACCESS,OPEN,"28",SISKIYOU,"6093",USA,41.71937331,-122.64571656,"622110",GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021/10/01,IMAGERY/OTHER,2014/02/10,NOT AVAILABLE,"230000019","SISKIYOU HOSPITAL, INC.","6",NON-PROFIT,"-999","28",LEVEL IV,N,3,1008,4
"711","711","715","44896080",ST. ELIZABETH COMMUNITY HOSPITAL,2550 SISTER MARY COLUMBA DR,RED BLUFF,CA,"96080","4327",(530) 529-8000,GENERAL ACUTE CARE,OPEN,"76",TEHAMA,"6103",USA,40.14849498,-122.21905251,"622110",GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021/10/01,IMAGERY,2014/02/10,NOT AVAILABLE,"230000020",DIGNITY HEALTH,"6",NON-PROFIT,"-999","76",LEVEL III,Y,2,551,3
"712","712","716","47196104",SURPRISE VALLEY COMMUNITY HOSPITAL,741 N MAIN ST,CEDARVILLE,CA,"96104",NOT AVAILABLE,(530) 279-6111,CRITICAL ACCESS,OPEN,"4",MODOC,"6049",USA,41.53148907,-120.17142808,"622110",GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021/10/01,IMAGERY/OTHER,2014/02/10,NOT AVAILABLE,"230000021",SURPRISE VALLEY HEALTH CARE DISTRICT,"6",GOVERNMENT - DISTRICT/AUTHORITY,"-999","4",NOT AVAILABLE,N,5,5637,6
"713","713","717","50296093",TRINITY HOSPITAL,60 EASTER AVENUE,WEAVERVILLE,CA,"96093",NOT AVAILABLE,(530) 623-2687,CRITICAL ACCESS,OPEN,"25",TRINITY,"6105",USA,40.73808351,-122.93965693,"622110",GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021/10/01,IMAGERY/OTHER,2014/02/10,NOT AVAILABLE,"230000022",MOUNTAIN COMMUNITIES HEALTHCARE DISTRICT,"6",GOVERNMENT - DISTRICT/AUTHORITY,"-999","25",NOT AVAILABLE,Y,5,5637,6
"714","714","718","7995932",COLUSA MEDICAL CENTER,199 E WEBSTER ST,COLUSA,CA,"95932","2954",(530) 619-0800,GENERAL ACUTE CARE,OPEN,"42",COLUSA,"6011",USA,39.20646086,-122.00037941,"622110",GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021/10/01,IMAGERY/OTHER,2014/02/10,NOT AVAILABLE,"230000259","COLUSA MEDICAL CENTER, LLC","6",PROPRIETARY,"-999","42",NOT AVAILABLE,Y,5,5637,6
"715","715","719","37595901",ADVENTIST HEALTH AND RIDEOUT,726 4TH ST,MARYSVILLE,CA,"95901","5656",(530) 749-4300,GENERAL ACUTE CARE,OPEN,"221",YUBA,"6115",USA,39.13800499,-121.59391248,"622110",GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021/10/01,IMAGERY,2014/02/10,NOT AVAILABLE,"230000261",RIDEOUT MEMORIAL HOSPITAL,"6",NON-PROFIT,"-999","221",LEVEL III,Y,2,551,3
"716","716","720","43195945",SIERRA NEVADA MEMORIAL HOSPITAL,155 GLASSON WAY,GRASS VALLEY,CA,"95945","5723",(530) 274-6227,GENERAL ACUTE CARE,OPEN,"104",NEVADA,"6057",USA,39.22801629,-121.04749978,"622110",GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021/10/01,IMAGERY,2014/02/10,NOT AVAILABLE,"230000262",SIERRA NEVADA MEMORIAL MINERS HOSPITAL INC.,"6",NON-PROFIT,"-999","104",NOT AVAILABLE,Y,5,5637,6
"717","717","721","48996160",TAHOE FOREST HOSPITAL,10121 PINE AVE,TRUCKEE,CA,"96161","4835",(530) 587-6011,CRITICAL ACCESS,OPEN,"33",NEVADA,"6057",USA,39.32510738,-120.20077332,"622110",GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021/10/01,IMAGERY/OTHER,2014/02/10,NOT AVAILABLE,"230000265",TAHOE FOREST HOSPITAL DISTRICT,"6",GOVERNMENT - DISTRICT/AUTHORITY,"-999","33",NOT AVAILABLE,Y,5,5637,6
"718","718","722","196784365",ENLOE MEDICAL CENTER - COHASSET D/P APH,560 COHASSET RD,CHICO,CA,"95926","2212",(530) 332-7300,PSYCHIATRIC,OPEN,"30",BUTTE,"6007",USA,39.7526032,-121.8481661,"622210",PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021/10/01,IMAGERY/OTHER,2022/02/28,NOT AVAILABLE,"230000352",ENLOE MEDICAL CENTER,"6",NON-PROFIT,"-999","30",NOT AVAILABLE,N,5,5637,6
"719","719","723","12695926",ENLOE REHABILITATION CENTER,340 W EAST AVE,CHICO,CA,"95926","7238",(530) 332-7300,GENERAL ACUTE CARE,OPEN,"40",BUTTE,"6007",USA,39.75418656,-121.86753186,"622310","REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM, DRUG ADDICTION)",https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021/10/01,IMAGERY/OTHER,2014/02/10,NOT AVAILABLE,"230000405",ENLOE MEDICAL CENTER,"6",NON-PROFIT,"-999","40",NOT AVAILABLE,N,5,5637,6
"720","720","724","74796001",VIBRA HOSPITAL OF NORTHERN CALIFORNIA,2801 EUREKA WAY,REDDING,CA,"96001","0222",(530) 246-9000,GENERAL ACUTE CARE,OPEN,"50",SHASTA,"6089",USA,40.58517421,-122.41354965,"622110",GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021/10/01,IMAGERY/OTHER,2015/01/16,NOT AVAILABLE,"230000422","NORTHERN CALIFORNIA REHABILITATION HOSPITAL, LLC","6",PROPRIETARY,"-999","50",NOT AVAILABLE,N,5,5637,6
"721","721","725","34696001",PATIENTS' HOSPITAL OF REDDING,2900 EUREKA WAY,REDDING,CA,"96001","0220",(530) 225-8700,GENERAL ACUTE CARE,OPEN,"10",SHASTA,"6089",USA,40.58592165,-122.4168309,"622110",GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021/10/01,IMAGERY/OTHER,2014/02/10,NOT AVAILABLE,"230000444",NOT AVAILABLE,"6",PROPRIETARY,"-999","10",NOT AVAILABLE,N,5,5637,6
"722","722","726","70292311",BARSTOW COMMUNITY HOSPITAL,820 E MOUNTAIN VIEW ST,BARSTOW,CA,"92311","3004",(760) 957-3000,GENERAL ACUTE CARE,OPEN,"30",SAN BERNARDINO,"6071",USA,34.89252953,-117.01719353,"622110",GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021/10/01,IMAGERY/OTHER,2015/01/13,NOT AVAILABLE,"240000001","HOSPITAL OF BARSTOW, INC.","6",PROPRIETARY,"-999","30",NOT AVAILABLE,Y,5,5637,6
"723","723","727","3592315",BEAR VALLEY COMMUNITY HOSPITAL,41870 GARSTIN DR,BIG BEAR LAKE,CA,"92315",NOT AVAILABLE,(909) 878-8214,CRITICAL ACCESS,OPEN,"9",SAN BERNARDINO,"6071",USA,34.24640075,-116.88820761,"622110",GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021/10/01,IMAGERY,2014/03/12,NOT AVAILABLE,"240000002",BEAR VALLEY COMMUNITY HEALTHCARE DISTRICT,"6",GOVERNMENT - DISTRICT/AUTHORITY,"-999","9",NOT AVAILABLE,Y,5,5637,6
"724","724","728","6791710",CHINO VALLEY MEDICAL CENTER,5451 WALNUT AVE,CHINO,CA,"91710","2609",(909) 464-8604,GENERAL ACUTE CARE,OPEN,"112",SAN BERNARDINO,"6071",USA,34.0256879,-117.68602553,"622110",GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021/10/01,IMAGERY/OTHER,2014/02/10,NOT AVAILABLE,"240000003","VERITAS HEALTH SERVICES, LLC","6",PROPRIETARY,"-999","112",NOT AVAILABLE,N,5,5637,6
"725","725","729","27393546",MAMMOTH HOSPITAL,85 SIERRA PARK RD,MAMMOTH LAKES,CA,"93546","2073",(760) 934-3311,CRITICAL ACCESS,OPEN,"17",MONO,"6051",USA,37.64395021,-118.96232892,"622110",GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021/10/01,IMAGERY,2014/02/10,NOT AVAILABLE,"240000005",SOUTHERN MONO HEALTH CARE DISTRICT,"6",GOVERNMENT - DISTRICT/AUTHORITY,"-999","17",NOT AVAILABLE,N,5,5637,6
"726","726","730","72091763",MONTCLAIR HOSPITAL MEDICAL CENTER,5000 SAN BERNARDINO ST,MONTCLAIR,CA,"91763","2326",(909) 625-5411,GENERAL ACUTE CARE,OPEN,"106",SAN BERNARDINO,"6071",USA,34.07875777,-117.69597657,"622110",GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021/10/01,IMAGERY/OTHER,2015/01/14,NOT AVAILABLE,"240000009","PRIME HEALTHCARE SERVICES - MONTCLAIR, LLC","6",PROPRIETARY,"-999","106",NOT AVAILABLE,N,5,5637,6
"727","727","731","16692252",HI - DESERT MEDICAL CENTER,6601 WHITE FEATHER RD,JOSHUA TREE,CA,"92252","6607",(760) 366-3711,GENERAL ACUTE CARE,OPEN,"59",SAN BERNARDINO,"6071",USA,34.13189955,-116.27513924,"622110",GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021/10/01,IMAGERY,2014/02/10,NOT AVAILABLE,"240000014","HDMC HOLDINGS, L.L.C.","6",PROPRIETARY,"-999","59",NOT AVAILABLE,Y,5,5637,6
"728","728","732","18592335",KAISER FOUNDATION HOSPITAL FONTANA,9961 SIERRA AVE,FONTANA,CA,"92335","6720",(909) 302-7765,GENERAL ACUTE CARE,OPEN,"450",SAN BERNARDINO,"6071",USA,34.07310244,-117.43401791,"622110",GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021/10/01,IMAGERY,2021/05/24,NOT AVAILABLE,"240000024",KAISER FOUNDATION HOSPITALS,"6",NON-PROFIT,"-999","450",NOT AVAILABLE,Y,5,5637,6
"729","729","733","25692354",LOMA LINDA UNIVERSITY MEDICAL CENTER EAST CAMPUS HOSPITAL,25333 BARTON RD,LOMA LINDA,CA,"92354","3123",(909) 825-8601,GENERAL ACUTE CARE,OPEN,"134",SAN BERNARDINO,"6071",USA,34.04730564,-117.25163678,"622110",GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021/10/01,IMAGERY,2014/02/10,NOT AVAILABLE,"240000025","LOMA LINDA UNIVERSITY MEDICAL CENTER, INC.","6",NON-PROFIT,"-999","134",NOT AVAILABLE,N,5,5637,6
"730","730","734","25992354",LOMA LINDA UNIVERSITY MEDICAL CENTER,11234 ANDERSON ST,LOMA LINDA,CA,"92354","2804",(909) 558-4000,GENERAL ACUTE CARE,OPEN,"320",SAN BERNARDINO,"6071",USA,34.04966684,-117.26401236,"622110",GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021/10/01,IMAGERY,2014/02/10,NOT AVAILABLE,"240000027","LOMA LINDA UNIVERSITY MEDICAL CENTER, INC.","6",NON-PROFIT,"-999","320","LEVEL I ADULT, LEVEL I PEDIATRIC",Y,0,0,0
"731","731","735","7892363",COLORADO RIVER MEDICAL CENTER,1401 BAILEY AVE,NEEDLES,CA,"92363","3103",(760) 326-7162,CRITICAL ACCESS,OPEN,"25",SAN BERNARDINO,"6071",USA,34.83306592,-114.61749396,"622110",GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021/10/01,IMAGERY/OTHER,2014/02/10,NOT AVAILABLE,"240000034",COMMUNITY HEALTHCARE PARTNER INC.,"6",NON-PROFIT,"-999","25",NOT AVAILABLE,Y,5,5637,6
"732","732","736","32093514",NORTHERN INYO HOSPITAL,150 PIONEER LN,BISHOP,CA,"93514","2556",(760) 873-2838,CRITICAL ACCESS,OPEN,"25",INYO,"6027",USA,37.36206187,-118.40623977,"622110",GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021/10/01,IMAGERY,2014/02/10,NOT AVAILABLE,"240000037",NORTHERN INYO HEALTHCARE DISTRICT,"6",GOVERNMENT - DISTRICT/AUTHORITY,"-999","25",NOT AVAILABLE,N,5,5637,6
"733","733","737","23991764",KINDRED HOSPITAL ONTARIO,550 N MONTEREY AVE,ONTARIO,CA,"91764","3318",(909) 391-0333,GENERAL ACUTE CARE,OPEN,"91",SAN BERNARDINO,"6071",USA,34.06917586,-117.64247932,"622110",GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021/10/01,IMAGERY/OTHER,2014/02/10,NOT AVAILABLE,"240000040","THC - ORANGE COUNTY, LLC","6",PROPRIETARY,"-999","91",NOT AVAILABLE,N,5,5637,6
